# time, std
2605,2.59261
2606,2.5717
2607,2.5717
2608,2.5703
2609,2.5703
2610,2.5728
2611,2.56739
2612,2.56739
2613,2.56739
2614,2.56739
2615,2.56194
2616,2.56194
2617,2.56194
2618,2.56194
2619,2.50454
2620,2.46222
2621,2.46222
2622,2.40656
2623,2.38368
2624,2.36291
2625,2.36291
2626,2.31139
2627,2.31139
2628,2.30931
2629,2.28961
2630,2.28961
2631,2.29184
2632,2.29402
2633,2.29402
2634,2.30055
2635,2.30055
2636,2.30055
2637,2.29384
2638,2.2535
2639,2.2535
2640,2.23751
2641,2.23751
2642,2.23751
2643,2.23751
2644,2.23751
2645,2.23496
2646,2.23496
2647,2.23496
2648,2.13437
2649,2.13624
2650,2.13624
2651,2.09993
2652,2.09993
2653,2.10348
2654,2.09074
2655,2.09241
2656,2.09241
2657,2.09241
2658,2.09241
2659,2.09241
2660,2.09241
2661,2.0892
2662,2.0892
2663,2.0892
2664,2.0892
2665,2.0892
2666,2.0892
2667,2.06647
2668,2.06647
2669,2.01008
2670,2.01008
2671,2.00149
2672,2.00149
2673,2.00293
2674,2.00293
2675,2.00061
2676,2.00061
2677,2.00693
2678,2.00693
2679,2.00693
2680,2.00693
2681,1.99421
2682,1.99421
2683,1.99421
2684,1.99644
2685,1.99644
2686,1.99644
2687,1.99241
2688,1.97303
2689,1.96371
2690,1.96461
2691,1.96461
2692,1.96461
2693,1.95595
2694,1.96186
2695,1.96186
2696,1.96186
2697,1.96186
2698,1.95804
2699,1.9379
2700,1.9379
2701,1.9379
2702,1.928
2703,1.91272
2704,1.88122
2705,1.88122
2706,1.88122
2707,1.88698
2708,1.85524
2709,1.83941
2710,1.83941
2711,1.84498
2712,1.84498
2713,1.84498
2714,1.84498
2715,1.84498
2716,1.84498
2717,1.84498
2718,1.83952
2719,1.81731
2720,1.75496
2721,1.74321
2722,1.74874
2723,1.731
2724,1.71891
2725,1.71891
2726,1.71891
2727,1.71891
2728,1.71891
2729,1.71891
2730,1.71891
2731,1.71891
2732,1.71891
2733,1.71891
2734,1.70667
2735,1.68232
2736,1.62057
2737,1.6011
2738,1.60668
2739,1.60668
2740,1.59959
2741,1.59959
2742,1.59959
2743,1.59959
2744,1.59959
2745,1.59959
2746,1.59959
2747,1.59959
2748,1.59959
2749,1.60504
2750,1.60504
2751,1.61041
2752,1.61041
2753,1.61041
2754,1.61041
2755,1.55193
2756,1.55193
2757,1.55193
2758,1.55193
2759,1.55193
2760,1.53119
2761,1.52342
2762,1.52342
2763,1.52342
2764,1.52342
2765,1.52881
2766,1.5209
2767,1.46539
2768,1.45004
2769,1.44848
2770,1.44848
2771,1.44848
2772,1.43984
2773,1.43984
2774,1.43984
2775,1.36419
2776,1.36419
2777,1.36419
2778,1.36419
2779,1.36419
2780,1.36419
2781,1.36419
2782,1.36419
2783,1.36419
2784,1.36962
2785,1.36962
2786,1.36962
2787,1.36962
2788,1.36962
2789,1.36962
2790,1.37496
2791,1.37496
2792,1.3802
2793,1.3802
