# time, mean
1863,2.67
1864,2.68
1865,2.7
1866,2.68
1867,2.69
1868,2.71
1869,2.67
1870,2.67
1871,2.62
1872,2.6
1873,2.64
1874,2.62
1875,2.56
1876,2.56
1877,2.57
1878,2.57
1879,2.52
1880,2.51
1881,2.43
1882,2.37
1883,2.4
1884,2.36
1885,2.37
1886,2.33
1887,2.27
1888,2.25
1889,2.24
1890,2.24
1891,2.25
1892,2.16
1893,2.23
1894,2.25
1895,2.28
1896,2.31
1897,2.32
1898,2.3
1899,2.32
1900,2.3
1901,2.3
1902,2.31
1903,2.3
1904,2.26
1905,2.22
1906,2.23
1907,2.22
1908,2.23
1909,2.26
1910,2.27
1911,2.28
1912,2.28
1913,2.29
1914,2.29
1915,2.32
1916,2.32
1917,2.27
1918,2.26
1919,2.21
1920,2.21
1921,2.22
1922,2.22
1923,2.24
1924,2.22
1925,2.22
1926,2.19
1927,2.15
1928,2.15
1929,2.1
1930,2.11
1931,2.13
1932,2.15
1933,2.17
1934,2.16
1935,2.15
1936,2.16
1937,2.17
1938,2.15
1939,2.16
1940,2.15
1941,2.18
1942,2.2
1943,2.19
1944,2.17
1945,2.18
1946,2.16
1947,2.19
1948,2.19
1949,2.21
1950,2.21
1951,2.17
1952,2.2
1953,2.25
1954,2.25
1955,2.25
1956,2.23
1957,2.24
1958,2.2
1959,2.2
1960,2.2
1961,2.24
1962,2.21
1963,2.18
1964,2.22
1965,2.26
1966,2.27
1967,2.22
1968,2.16
1969,2.23
1970,2.28
1971,2.29
1972,2.25
1973,2.2
1974,2.2
1975,2.19
1976,2.16
1977,2.12
1978,2.12
1979,2.09
1980,2.18
1981,2.19
1982,2.21
1983,2.2
1984,2.2
1985,2.17
1986,2.14
1987,2.15
1988,2.16
1989,2.12
1990,2.15
1991,2.15
1992,2.16
1993,2.18
1994,2.13
1995,2.15
1996,2.11
1997,2.13
1998,2.13
1999,2.11
2000,2.11
2001,2.07
2002,2.05
2003,2.02
2004,1.98
2005,2.01
2006,2.02
2007,2.03
2008,2.02
2009,2.02
2010,1.98
2011,1.96
2012,1.94
2013,1.95
2014,1.98
2015,2
2016,1.99
2017,1.94
2018,1.95
2019,1.97
2020,1.98
2021,1.94
2022,1.91
2023,1.91
2024,1.93
2025,1.93
2026,1.85
2027,1.81
2028,1.8
2029,1.81
2030,1.76
2031,1.78
2032,1.81
2033,1.8
2034,1.76
2035,1.79
2036,1.77
2037,1.76
2038,1.75
2039,1.71
2040,1.73
2041,1.74
2042,1.72
2043,1.73
2044,1.76
2045,1.79
2046,1.78
2047,1.74
2048,1.72
2049,1.69
2050,1.64
2051,1.64
2052,1.58
2053,1.55
2054,1.6
2055,1.61
2056,1.59
2057,1.59
2058,1.59
2059,1.61
2060,1.62
2061,1.59
2062,1.62
2063,1.63
2064,1.59
2065,1.61
2066,1.59
2067,1.55
2068,1.55
2069,1.56
2070,1.6
2071,1.58
2072,1.58
2073,1.57
2074,1.58
2075,1.58
2076,1.57
2077,1.53
2078,1.54
2079,1.52
2080,1.51
2081,1.51
2082,1.49
2083,1.5
2084,1.54
2085,1.47
2086,1.47
2087,1.44
2088,1.43
2089,1.48
2090,1.45
2091,1.45
2092,1.42
2093,1.46
2094,1.46
2095,1.5
2096,1.54
2097,1.52
2098,1.56
2099,1.6
2100,1.62
2101,1.61
2102,1.6
2103,1.62
2104,1.56
2105,1.6
2106,1.58
2107,1.58
2108,1.6
2109,1.58
2110,1.59
2111,1.58
2112,1.56
2113,1.56
2114,1.56
2115,1.56
2116,1.58
2117,1.6
2118,1.6
2119,1.61
2120,1.58
2121,1.58
2122,1.55
2123,1.52
2124,1.51
2125,1.51
2126,1.52
2127,1.54
2128,1.52
2129,1.52
2130,1.54
2131,1.53
2132,1.52
2133,1.56
2134,1.52
2135,1.55
2136,1.54
2137,1.54
2138,1.5
2139,1.51
2140,1.5
2141,1.49
2142,1.5
2143,1.49
2144,1.46
2145,1.47
2146,1.44
2147,1.43
2148,1.43
2149,1.44
2150,1.44
2151,1.42
2152,1.41
2153,1.42
