time,detectable sentinels lower
1466.0,75.48380624959107
1467.0,75.5415658701299
1468.0,75.57961842584207
1469.0,75.74515319720005
1470.0,75.82856817442274
1471.0,75.91813593457856
1472.0,76.03172804098013
1473.0,76.06577369015044
1474.0,76.19832783062964
1475.0,76.32310423874151
1476.0,76.50226919664583
1477.0,76.52597947534393
1478.0,76.57586054164227
1479.0,76.62075563549983
1480.0,76.64391474898773
1481.0,76.64391474898773
1482.0,76.69440461173721
1483.0,76.77064506539622
1484.0,76.85224096254821
1485.0,76.90960697725451
1486.0,76.98467198039043
1487.0,77.04871139726794
1488.0,77.11541767738389
1489.0,77.17054176306098
1490.0,77.28273761242278
1491.0,77.4306450633231
1492.0,77.5109958417785
1493.0,77.55054857795031
1494.0,77.59999299229324
1495.0,77.6060517024896
1496.0,77.63220409453514
1497.0,77.68201417743546
1498.0,77.7591203650161
1499.0,77.82396388266451
1500.0,77.89178582705722
1501.0,77.92485595690167
1502.0,77.9962513838456
1503.0,78.03591129402965
1504.0,78.08024840531246
1505.0,78.11383657627101
1506.0,78.24783694507508
1507.0,78.31925055537712
1508.0,78.37882063584345
1509.0,78.43845502099286
1510.0,78.45978540937229
1511.0,78.57650871810833
1512.0,78.69195320631823
1513.0,78.88979985589728
1514.0,78.90418245428815
1515.0,79.03645254515126
1516.0,79.0429535352109
1517.0,79.0429535352109
1518.0,79.18702904368855
1519.0,79.25156835644803
1520.0,79.31281881280391
1521.0,79.31860747922644
1522.0,79.31860747922644
1523.0,79.31860747922644
1524.0,79.42988475885801
1525.0,79.45046469204235
1526.0,79.51255050279465
1527.0,79.58747969947404
1528.0,79.62699509840694
1529.0,79.65430936362537
1530.0,79.68997384158013
1531.0,79.74594747092036
1532.0,79.87563324806185
1533.0,80.06044799547077
1534.0,80.18023646284954
1535.0,80.32534314178186
1536.0,80.39623611111853
1537.0,80.39623611111853
1538.0,80.45906711142179
1539.0,80.46593355959666
1540.0,80.4873981021539
1541.0,80.61077909329404
