time,infected upper
4.765,2.5827389106324787
4.77,2.5633288288206035
4.775,2.5633288288206035
4.78,2.55190908755476
4.785,2.536931687685298
4.79,2.5171511724314986
4.795,2.5053978945632314
4.8,2.5053978945632314
4.805,2.5053978945632314
4.81,2.5053978945632314
4.815,2.5053978945632314
4.82,2.5053978945632314
4.825,2.5053978945632314
4.83,2.4935603785674
4.835,2.4935603785674
4.84,2.4935603785674
4.845,2.481638244326036
4.85,2.4778029157808676
4.855,2.4778029157808676
4.86,2.4778029157808676
4.865,2.4371039723238423
4.87,2.3401754250991376
4.875,2.3401754250991376
4.88,2.3401754250991376
4.885,2.3401754250991376
4.89,2.3401754250991376
4.895,2.3401754250991376
4.9,2.3362547709824373
4.905,2.3362547709824373
4.91,2.3018568814121325
4.915,2.3018568814121325
4.92,2.3018568814121325
4.925,2.2888932633336063
4.93,2.2488630487917955
4.935,2.2488630487917955
4.94,2.2447171583713175
4.945,2.2447171583713175
4.95,2.2447171583713175
4.955,2.2447171583713175
4.96,2.2130974102083343
4.965,2.1996295661012626
4.97,2.1996295661012626
4.975,2.1996295661012626
4.98,2.1996295661012626
4.985,2.1996295661012626
4.99,2.1953110153315505
4.995,2.1816653826391965
5.0,2.1816653826391965
5.005,2.177152243248387
